2026-09-07 00:49:06,183 | INFO | hr_assistant.evaluation | Dataset 'hr-policy-qna' already exists, reusing it
2026-09-07 00:50:17,249 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:18,483 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:19,613 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:19,626 | INFO | hr_assistant.pipeline | User question: How many paid sick days do I get per year?
2026-09-07 00:50:20,117 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:21,166 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:21,177 | INFO | hr_assistant.tools | search_hr_policy called with query : paid sick days per year
2026-09-07 00:50:23,395 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:23,400 | INFO | hr_assistant.tools | Founnd 3 matching chunks (s)
2026-09-07 00:50:24,214 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:24,224 | INFO | hr_assistant.pipeline | Final answer: You are entitled to **10 paid sick days per year**.
2026-09-07 00:50:24,832 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:26,982 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:28,109 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:29,129 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:29,140 | INFO | hr_assistant.pipeline | User question: How many days per week can I work from home?
2026-09-07 00:50:29,641 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:30,665 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:30,689 | INFO | hr_assistant.tools | search_hr_policy called with query : How many days per week can I work from home?
2026-09-07 00:50:32,201 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:32,205 | INFO | hr_assistant.tools | Founnd 3 matching chunks (s)
2026-09-07 00:50:33,122 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:33,130 | INFO | hr_assistant.pipeline | Final answer: According to the company’s Work‑From‑Home policy, you can work from home **up to 2 days per week**, provided you have your manager’s approval.
2026-09-07 00:50:33,634 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:35,825 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:36,562 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:37,533 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:37,544 | INFO | hr_assistant.pipeline | User question: How long is the probation period?
2026-09-07 00:50:37,951 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:38,659 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:38,672 | INFO | hr_assistant.tools | search_hr_policy called with query : probation period length
2026-09-07 00:50:39,932 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:39,937 | INFO | hr_assistant.tools | Founnd 3 matching chunks (s)
2026-09-07 00:50:40,601 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:40,609 | INFO | hr_assistant.pipeline | Final answer: The probation period is **3 months** from your date of joining.
2026-09-07 00:50:41,123 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:42,850 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:43,773 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:44,079 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-07 00:50:44,099 | INFO | openai._base_client | Retrying request to /chat/completions in 2.000000 seconds
2026-09-07 00:50:47,257 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:47,267 | INFO | hr_assistant.pipeline | User question: Within how many days is full and final settlement processed after the last working day?
2026-09-07 00:50:48,295 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:49,106 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:49,118 | INFO | hr_assistant.tools | search_hr_policy called with query : full and final settlement processed after the last working day within how many days
2026-09-07 00:50:51,589 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:51,594 | INFO | hr_assistant.tools | Founnd 3 matching chunks (s)
2026-09-07 00:50:52,405 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:52,412 | INFO | hr_assistant.pipeline | Final answer: The full and final settlement is processed **within 45 days** of the employee’s last working day.
2026-09-07 00:50:52,886 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:55,138 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-07 00:50:55,974 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-07 00:50:56,248 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-07 00:50:56,249 | INFO | openai._base_client | Retrying request to /chat/completions in 4.000000 seconds
2026-09-07 00:51:01,136 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
